OBJECTID,LOCATION_ID,COUNTY_ID,COUNTY_DESC,MUN_SORT,MUNICIPALITY,ROADNAME,ID_PREFIX,ID_RTE_NO,MP_SUFFIX,ID_MP,BEGIN_SECTION,END_SECTION,STATION_DESC,ROAD_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,ROUTEID,ROUTEID_RH,MAIN_LINE,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,STMP_SEQ,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,AVMT,LINK,AADT_2010,AADT_2011,AADT_2012,AADT_2013,AADT_2014,AADT_2015,AADT_2016,AADT_2017,AADT_2018,AADT,AAWDT_2010,AAWDT_2011,AAWDT_2012,AAWDT_2013,AAWDT_2014,AAWDT_2015,AAWDT_2016,AAWDT_2017,AAWDT_2018,AAWDT,MOTORCYCLE_AADT,CAR_AADT,LIGHT_TRUCK_AADT,BUS_AADT,SINGLE_UNIT_AADT,COMBINATION_UNIT_AADT,LOC_ERROR,TRUCK_AADT,SUTRUCK_AADT_PCT_TRUCK,CUTRUCK__AADT_PCT_TRUCK,MCYCLE_AADT_PCT_OVERALL,CAR_AADT_PCT_OVERALL,LIGHT_TRUCK_AADT_PCT_OVERALL,BUS_AADT_PCT_OVERALL,SUTRUCK_AADT_PCT_OVERALL,CUTRUCK_AADT_PCT_OVERALL,TRUCK_AADT_PCT_OVERALL,NUM_LANES_ANNO,K_FACTOR_ANNO,D_FACTOR_ANNO,NORTH_EAST_SPLIT_ANNO,SOUTH_WEST_SPLIT_ANNO,AADT_2010_ANNO,AADT_2011_ANNO,AADT_2012_ANNO,AADT_2013_ANNO,AADT_2014_ANNO,AADT_2015_ANNO,AADT_2016_ANNO,AADT_2017_ANNO,AADT_2018_ANNO,AADT_ANNO,AAWDT_2010_ANNO,AAWDT_2011_ANNO,AAWDT_2012_ANNO,AAWDT_2013_ANNO,AAWDT_2014_ANNO,AAWDT_2015_ANNO,AAWDT_2016_ANNO,AAWDT_2017_ANNO,AAWDT_2018_ANNO,AAWDT_ANNO,MOTORCYCLE_AADT_ANNO,CAR_AADT_ANNO,BUS_AADT_ANNO,LIGHT_TRUCK_AADT_ANNO,SINGLE_UNIT_AADT_ANNO,COMBINATION_UNIT_AADT_ANNO,TRUCK_AADT_ANNO,longitude,latitude,_source_layer_title,_source_layer_url
4119,B3188,16.0,Prince George's,0.0,None,Largo Rd,MD,202.0,  ,4.55,4.35,5.37,Md202-.20 Mi N Of Md193,Md 193 To White House Rd,Urban,3.0,Principal Arterial Other,16000MD00202  01NN**************,16000MD00202--1-----,1.0,North,4.0,C,0.0,8.45,69.99,48.68,51.32,10.9196,https://maps.roads.maryland.gov/itms_public/?stationid=B3188,25390.0,25491.0,25292.0,26270.0,26191.0,26872.0,29720.0,30431.0,30162.0,29330.0,27170.0,27531.0,27322.0,28370.0,28021.0,28752.0,31800.0,32561.0,32272.0,31090.0,,,,,,,NO ERROR,,,,,,,,,,,4,8.45,69.99,48.68,51.32,"25,390","25,491","25,292","26,270","26,191","26,872","29,720","30,431","30,162","29,330","27,170","27,531","27,322","28,370","28,021","28,752","31,800","32,561","32,272","31,090",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.78786422652689,38.87458528087454,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4121,S2012150971,15.0,Montgomery,130.0,Rockville,Rollins Ave,MU,2640.0,  ,0.15,0.0,0.71,Rollins Ave - .10 Mi West Of Md 355,Rockville Pike To Road End,Urban,7.0,Local,15130MU02640  01WW**************,15130MU02640--1-----,1.0,West,2.0,F,0.0,8.42,53.62,49.5,50.5,2.6229,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150971,,,10290.0,10311.0,10282.0,10553.0,10754.0,11015.0,10120.0,10121.0,,,11110.0,11141.0,11002.0,11293.0,11514.0,11685.0,10730.0,11131.0,,,,,,,NO ERROR,,,,,,,,,,,2,8.42,53.62,49.5,50.5,N/A,N/A,"10,290","10,311","10,282","10,553","10,754","11,015","10,120","10,121",N/A,N/A,"11,110","11,141","11,002","11,293","11,514","11,685","10,730","11,131",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.12419953971592,39.058648323273005,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4125,S2010160132,16.0,Prince George's,0.0,None,Ramp 2 Fr Md 221a Wb To Is 95 Nb,RP,95.0,  ,0.15,0.0,0.324,Exit 13 Ramp 2 Fr Md 221a Wb To Is 95 Nb ,Exit 13 Ramp 02 Ritchie Marlboro Rd To Capital Beltway,Urban,1.0,Interstate,16000RP00095  02NNIS13        02,16000RP00095--101302,2.0,North,2.0,F,0.0,7.26,100.0,100.0,0.0,1.4715,https://maps.roads.maryland.gov/itms_public/?stationid=S2010160132,10160.0,10171.0,10222.0,10313.0,10304.0,10555.0,12130.0,12421.0,12352.0,12443.0,10770.0,10781.0,10842.0,10933.0,10824.0,11085.0,12740.0,12921.0,12852.0,12943.0,,,,,,,NO ERROR,,,,,,,,,,,2,7.26,100,100,0,"10,160","10,171","10,222","10,313","10,304","10,555","12,130","12,421","12,352","12,443","10,770","10,781","10,842","10,933","10,824","11,085","12,740","12,921","12,852","12,943",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.84219628964449,38.87027052868,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4129,B160116,16.0,Prince George's,0.0,None,Laurel Bowie Rd,MD,197.0,  ,3.38,3.28,5.76,Md197-.10 Mi N Of Md450,Md 450 To Racetrack Rd,Urban,4.0,Minor Arterial,16000MD00197  01NN**************,16000MD00197--1-----,1.0,South,4.0,F,0.0,8.25,53.5,48.88,51.12,25.6099,https://maps.roads.maryland.gov/itms_public/?stationid=B160116,26290.0,26401.0,26192.0,25530.0,27760.0,28481.0,29022.0,28550.0,28291.0,28292.0,28130.0,28511.0,28292.0,27570.0,29700.0,30481.0,31052.0,30550.0,30271.0,29992.0,122.0,24751.0,2572.0,180.0,468.0,199.0,NO ERROR,667.0,,,0.00431217,0.87484094,0.09090909,0.00636222,0.01654178,0.00703379,0.02357557,4,8.25,53.5,48.88,51.12,"26,290","26,401","26,192","25,530","27,760","28,481","29,022","28,550","28,291","28,292","28,130","28,511","28,292","27,570","29,700","30,481","31,052","30,550","30,271","29,992",122,"24,751",180,"2,572",468,199,667,-76.75589990945497,38.97536604287057,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4132,B160114,16.0,Prince George's,0.0,None,Sandy Spring Rd,MD,198.0,  ,2.33,2.23,2.81,Md198-.10 Mi E Of Van Dusen Rd ,Van Dusen Rd To Ninth St,Urban,3.0,Principal Arterial Other,16000MD00198  01EE**************,16000MD00198--1-----,1.0,East,6.0,F,2.0,7.55,56.1,51.61,48.39,6.9675,https://maps.roads.maryland.gov/itms_public/?stationid=B160114,32672.0,33430.0,33161.0,33232.0,33930.0,34811.0,35472.0,33210.0,32911.0,32912.0,34962.0,36100.0,35811.0,35892.0,36310.0,37251.0,37962.0,35540.0,35221.0,34892.0,58.0,28369.0,0.0,111.0,3235.0,1139.0,NO ERROR,4374.0,,,0.00176228,0.86196524,0.0,0.00337263,0.09829242,0.03460744,0.13289985,6,7.55,56.1,51.61,48.39,"32,672","33,430","33,161","33,232","33,930","34,811","35,472","33,210","32,911","32,912","34,962","36,100","35,811","35,892","36,310","37,251","37,962","35,540","35,221","34,892",58,"28,369",111,0,"3,235","1,139","4,374",-76.86921073319404,39.10263050500485,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4134,S2012150936,15.0,Montgomery,130.0,Rockville,Beall Ave,MU,270.0,  ,0.01,0.0,0.28,Beall Ave - Between Nelson St & Owens St,Nelson St To Henderson Cir,Urban,6.0,Minor Collector,15130MU00270  01EE**************,15130MU00270--1-----,1.0,West,2.0,F,0.0,11.87,60.29,51.28,48.72,0.1606,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150936,,,1430.0,1431.0,1432.0,1473.0,1504.0,1545.0,1570.0,1571.0,,,1540.0,1551.0,1532.0,1583.0,1614.0,1645.0,1660.0,1731.0,,,,,,,NO ERROR,,,,,,,,,,,2,11.87,60.29,51.28,48.72,N/A,N/A,"1,430","1,431","1,432","1,473","1,504","1,545","1,570","1,571",N/A,N/A,"1,540","1,551","1,532","1,583","1,614","1,645","1,660","1,731",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.17241651916625,39.08873213766789,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4135,S2012150747,15.0,Montgomery,0.0,None,Woodmont Ave,CO,385.0,  ,1.26,0.97,1.3,Woodmont Ave - Between Md 355 & Strathmore St,Hampden La To Md 355,Urban,5.0,Major Collector,15000CO00385  01SS**************,15000CO00385--1-----,1.0,South,3.0,F,0.0,9.21,52.3,49.52,50.48,0.5976,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150747,,,4890.0,4901.0,4892.0,5023.0,5124.0,5255.0,4960.0,4961.0,,,5280.0,5291.0,5232.0,5383.0,5484.0,5575.0,5260.0,5461.0,,,,,,,NO ERROR,,,,,,,,,,,3,9.21,52.3,49.52,50.48,N/A,N/A,"4,890","4,901","4,892","5,023","5,124","5,255","4,960","4,961",N/A,N/A,"5,280","5,291","5,232","5,383","5,484","5,575","5,260","5,461",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.09283887524357,38.9799928614277,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4138,S2010160078,16.0,Prince George's,0.0,None,Ramp 2 Fr Us 50 Wb To Md 202 Nb,RP,50.0,  ,0.19,0.16,0.22,Exit 3 Ramp 2 Fr Us 50 Wb To Md 202 Nb ,Exit 3  Ramp 02 Ramp 7 Fr Ramp 2 (fr Us 50) To Md 202 Sb To Landover Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,16000RP00050  02SSUS3         02,16000RP00050--100302,2.0,West,1.0,C,0.0,10.17,100.0,0.0,100.0,0.12,https://maps.roads.maryland.gov/itms_public/?stationid=S2010160078,4180.0,4201.0,4172.0,4183.0,4620.0,4741.0,4832.0,4953.0,4914.0,5480.0,4470.0,4541.0,4512.0,4523.0,4940.0,5071.0,5172.0,5303.0,5264.0,5810.0,,,,,,,NO ERROR,,,,,,,,,,,1,10.17,100,0,100,"4,180","4,201","4,172","4,183","4,620","4,741","4,832","4,953","4,914","5,480","4,470","4,541","4,512","4,523","4,940","5,071","5,172","5,303","5,264","5,810",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.89953935377919,38.9314888706853,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4141,S2012150966,15.0,Montgomery,130.0,Rockville,Park Rd                                 ,MU,2362.0,  ,0.03,0.0,0.21,Park Rd - Between S Horners La & Seth Pl,S Horners La To Charles St,Urban,7.0,Local,15130MU02362  01NN**************,15130MU02362--1-----,1.0,South,2.0,F,0.0,10.34,60.87,49.27,50.73,0.0307,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150966,,,380.0,381.0,382.0,393.0,404.0,415.0,400.0,401.0,,,410.0,411.0,412.0,423.0,434.0,445.0,420.0,441.0,,,,,,,NO ERROR,,,,,,,,,,,2,10.34,60.87,49.27,50.73,N/A,N/A,380,381,382,393,404,415,400,401,N/A,N/A,410,411,412,423,434,445,420,441,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.14228907808562,39.08682462877862,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4142,S1998160151,16.0,Prince George's,0.0,None,Ramp 3 Fr Is 95 Ln To Rp 2 (to I 295 Nb),RP,95.0,  ,0.3,0.272,0.853,Exit 2 Ramp 3 Fr Is 95 Eb To Ramp 2 (to Is 295 Nb) (east Of Ramp 14),Exit 2  Ramp 03 Ramp 14 Fr Ramp 3 To Harborview Ave To Ramp 2 Fr Is 95 Ls To Is 295 Nb,Urban,1.0,Interstate,16000RP00095  02EEIS2         03,16000RP00095--100203,2.0,East,2.0,F,0.0,9.08,100.0,100.0,0.0,2.1932,https://maps.roads.maryland.gov/itms_public/?stationid=S1998160151,,9530.0,9581.0,9672.0,9663.0,9904.0,10115.0,10330.0,10271.0,10342.0,,10100.0,10161.0,10252.0,10153.0,10404.0,10625.0,10740.0,10681.0,10762.0,,,,,,,NO ERROR,,,,,,,,,,,2,9.08,100,100,0,N/A,"9,530","9,581","9,672","9,663","9,904","10,115","10,330","10,271","10,342",N/A,"10,100","10,161","10,252","10,153","10,404","10,625","10,740","10,681","10,762",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.01754239714914,38.79300525207503,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4143,B3182,16.0,Prince George's,0.0,None,Kenilworth Ave,MD,201.0,  ,4.035,3.9,4.76,Md 201 Between Quintana St (east Leg) & Quesada St,Md 410 To Good Luck Rd,Urban,3.0,Principal Arterial Other,16000MD00201  01NN**************,16000MD00201--1-----,1.0,South,5.0,F,1.0,8.09,60.46,49.75,50.25,12.2647,https://maps.roads.maryland.gov/itms_public/?stationid=B3182,33531.0,33672.0,33170.0,33241.0,39410.0,40441.0,41212.0,39420.0,39071.0,39072.0,35881.0,36372.0,35820.0,35901.0,42170.0,43271.0,44102.0,42180.0,41811.0,41422.0,368.0,29939.0,5468.0,416.0,2305.0,576.0,NO ERROR,2881.0,,,0.00941851,0.76625205,0.13994676,0.01064701,0.05899365,0.01474201,0.07373567,5,8.09,60.46,49.75,50.25,"33,531","33,672","33,170","33,241","39,410","40,441","41,212","39,420","39,071","39,072","35,881","36,372","35,820","35,901","42,170","43,271","44,102","42,180","41,811","41,422",368,"29,939",416,"5,468","2,305",576,"2,881",-76.91941947795357,38.9623937681977,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4144,B2987,15.0,Montgomery,0.0,None,Gaither Rd,CO,213.0,  ,0.31,0.03,0.54,Gaither Rd-.10 Mi E Of Industrial Dr,Gaither Rd (back) To Shady Grove Rd,Urban,7.0,Local,15000CO00213  01EE**************,15000CO00213--1-----,1.0,West,2.0,F,0.0,9.11,61.38,50.78,49.22,1.8083,https://maps.roads.maryland.gov/itms_public/?stationid=B2987,8991.0,9032.0,8963.0,8984.0,8965.0,9390.0,9571.0,9802.0,9713.0,9714.0,9621.0,9762.0,9683.0,9704.0,9595.0,10050.0,10241.0,10392.0,10303.0,10694.0,438.0,6025.0,2007.0,247.0,728.0,269.0,NO ERROR,997.0,,,0.04508956,0.62023883,0.20660902,0.02542722,0.07494338,0.02769199,0.10263537,2,9.11,61.38,50.78,49.22,"8,991","9,032","8,963","8,984","8,965","9,390","9,571","9,802","9,713","9,714","9,621","9,762","9,683","9,704","9,595","10,050","10,241","10,392","10,303","10,694",438,"6,025",247,"2,007",728,269,997,-77.18791801569397,39.117548907877065,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4150,S1999150151,15.0,Montgomery,0.0,None,Ramp 3 Fr Md 190 Eb To Ramp 2 (to Is495),RP,495.0,  ,0.02,0.0,0.03,Exit 39 Ramp 3 Fr Md 190 Eb To Is 495 Nb,Exit 39 Ramp 03 River Rd To Ramp 2 Fr Md 190 Wb To Is 495 Nb,Urban,1.0,Interstate,15000RP00495  02NNIS39        03,15000RP00495--103903,2.0,North,1.0,F,0.0,8.83,100.0,100.0,0.0,0.0471,https://maps.roads.maryland.gov/itms_public/?stationid=S1999150151,3964.0,3975.0,4860.0,4901.0,4902.0,5023.0,5134.0,5265.0,4270.0,4301.0,4204.0,4215.0,5150.0,5201.0,5152.0,5273.0,5394.0,5485.0,4440.0,4471.0,,,,,,,NO ERROR,,,,,,,,,,,1,8.83,100,100,0,"3,964","3,975","4,860","4,901","4,902","5,023","5,134","5,265","4,270","4,301","4,204","4,215","5,150","5,201","5,152","5,273","5,394","5,485","4,440","4,471",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.15524109025999,38.99112864256662,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4154,B2852,15.0,Montgomery,0.0,None,Eisenhower Memorial Hwy,IS,270.0,  ,1.34,0.0,1.54,Is270-.20 Mi S Of Md187,Is 495 To Md 187,Urban,1.0,Interstate,15000IS00270  01NN**************,15000IS00270--1-----,1.0,North,5.0,F,1.0,7.02,52.05,50.49,49.51,65.1142,https://maps.roads.maryland.gov/itms_public/?stationid=B2852,123251.0,123372.0,111070.0,112071.0,111962.0,107030.0,109281.0,111902.0,115030.0,115841.0,130651.0,130772.0,117730.0,118801.0,117562.0,112380.0,114751.0,116382.0,119630.0,120481.0,257.0,92844.0,16798.0,741.0,3635.0,1566.0,NO ERROR,5201.0,,,0.00221856,0.80147789,0.14500911,0.0063967,0.03137922,0.01351853,0.04489775,5,7.02,52.05,50.49,49.51,"123,251","123,372","111,070","112,071","111,962","107,030","109,281","111,902","115,030","115,841","130,651","130,772","117,730","118,801","117,562","112,380","114,751","116,382","119,630","120,481",257,"92,844",741,"16,798","3,635","1,566","5,201",-77.1225872326642,39.03010501475663,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4156,S1999160319,16.0,Prince George's,0.0,None,Ramp 4 Fr Ramp 1 (fr Md 201) To Md 193,RP,201.0,  ,0.02,0.0,0.04,Exit 6 Ramp 4 Fr Ramp 1 (fr Md 201 Nb) To Md 193 Eb,Exit 6  Ramp 04 Ramp 1 Fr Md 201 Nb To Md 193 Wb To Greenbelt Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,16000RP00201  02NNMD6         04,16000RP00201--100604,2.0,North,1.0,F,0.0,10.64,100.0,100.0,0.0,0.0449,https://maps.roads.maryland.gov/itms_public/?stationid=S1999160319,,3170.0,3151.0,3162.0,3153.0,3244.0,3030.0,3101.0,3072.0,3073.0,,0.0,3401.0,3422.0,3373.0,3474.0,3240.0,3321.0,3292.0,3263.0,,,,,,,NO ERROR,,,,,,,,,,,1,10.64,100,100,0,N/A,"3,170","3,151","3,162","3,153","3,244","3,030","3,101","3,072","3,073",N/A,0,"3,401","3,422","3,373","3,474","3,240","3,321","3,292","3,263",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.8996768687812,38.99596101467323,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4158,S2012161053,16.0,Prince George's,0.0,None,Woodmore Rd,CO,111.0,  ,0.1,0.0,2.46,Woodmore Rd - .10 Mi East Of Md 193,Md 193 To Church Rd,Urban,5.0,Major Collector,16000CO00111  01EE**************,16000CO00111--1-----,1.0,East,4.0,F,0.0,9.88,57.72,48.39,51.61,12.3919,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161053,,,8180.0,8201.0,8182.0,8403.0,8564.0,8775.0,13800.0,13801.0,,,8830.0,8861.0,8762.0,8993.0,9164.0,9305.0,14630.0,15181.0,,,,,,,NO ERROR,,,,,,,,,,,4,9.88,57.72,48.39,51.61,N/A,N/A,"8,180","8,201","8,182","8,403","8,564","8,775","13,800","13,801",N/A,N/A,"8,830","8,861","8,762","8,993","9,164","9,305","14,630","15,181",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.80168791085238,38.92109919239682,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4159,S2012161143,16.0,Prince George's,0.0,None,Iverson Pl,CO,1192.0,  ,0.1,0.0,0.49,Iverson Pl - .10 Mi East Of Wheeler Rd,Wheeler Rd To Iverson St,Urban,4.0,Minor Arterial,16000CO01192  01EE**************,16000CO01192--1-----,1.0,West,2.0,F,0.0,8.65,50.28,48.2,51.8,1.3666,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161143,,,6920.0,6931.0,6912.0,7093.0,7234.0,7415.0,7640.0,7641.0,,,7470.0,7491.0,7402.0,7593.0,7744.0,7935.0,8180.0,8101.0,,,,,,,NO ERROR,,,,,,,,,,,2,8.65,50.28,48.2,51.8,N/A,N/A,"6,920","6,931","6,912","7,093","7,234","7,415","7,640","7,641",N/A,N/A,"7,470","7,491","7,402","7,593","7,744","7,935","8,180","8,101",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.96853454361762,38.82381990482462,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4165,S2004160029,16.0,Prince George's,0.0,None,Ramp 5 Fr Md 201 Sb To Us 50 Eb,RP,50.0,  ,0.1,0.0,0.19,Exit 1 Ramp 5 Fr Md 201 Sb To Us 50 Eb,Exit 1  Ramp 05 Kenilworth Ave To John Hanson Hwy,Urban,2.0,Principal Arterial Other Freeways and Expressways,16000RP00050  02SSUS1         05,16000RP00050--100105,2.0,East,1.0,C,0.0,6.8,100.0,100.0,0.0,0.1692,https://maps.roads.maryland.gov/itms_public/?stationid=S2004160029,2340.0,2351.0,2332.0,2343.0,2780.0,2851.0,2912.0,2900.0,2871.0,2440.0,2500.0,2541.0,2522.0,2533.0,2980.0,3051.0,3122.0,3100.0,3071.0,2590.0,,,,,,,NO ERROR,,,,,,,,,,,1,6.8,100,100,0,"2,340","2,351","2,332","2,343","2,780","2,851","2,912","2,900","2,871","2,440","2,500","2,541","2,522","2,533","2,980","3,051","3,122","3,100","3,071","2,590",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.93400512408283,38.917939240276695,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4170,B150071,15.0,Montgomery,130.0,Rockville,W Gude Dr,MU,1297.0,  ,1.45,0.0,1.55,E Gude Dr-.10 Mi W Of Md355,Md 28 To Md 355,Urban,4.0,Minor Arterial,15130MU01297  01EE**************,15130MU01297--1-----,1.0,East,4.0,F,0.0,8.13,55.31,54.07,45.93,12.5206,https://maps.roads.maryland.gov/itms_public/?stationid=B150071,23531.0,23632.0,22790.0,22841.0,22772.0,23363.0,23814.0,24395.0,22130.0,22131.0,25181.0,25522.0,24610.0,24671.0,24372.0,25003.0,25484.0,26105.0,23680.0,23461.0,,,,,,,NO ERROR,,,,,,,,,,,4,8.13,55.31,54.07,45.93,"23,531","23,632","22,790","22,841","22,772","23,363","23,814","24,395","22,130","22,131","25,181","25,522","24,610","24,671","24,372","25,003","25,484","26,105","23,680","23,461",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.15915538322787,39.10652861380062,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4177,S2011160015,16.0,Prince George's,0.0,None,Ramp 6 Fr Is95ln To Rp 12 (to Md 210 Sb),RP,95.0,  ,0.1,0.0,0.454,Exit 2 Ramp 6 Fr Is 95 Eb To Ramp 12 (to Md 210 Sb),Exit 2 Ramp 6 Fr Is 95 Nb To To Ramp 10 Fr Is 95 Nb,Urban,1.0,Interstate,16000RP00095  02EEIS2         06,16000RP00095--100206,2.0,South,1.0,F,0.0,10.23,100.0,0.0,100.0,1.5298,https://maps.roads.maryland.gov/itms_public/?stationid=S2011160015,,8370.0,8411.0,8492.0,8483.0,8694.0,8885.0,9210.0,9161.0,9232.0,,8870.0,8921.0,9002.0,8913.0,9134.0,9335.0,9580.0,9531.0,9602.0,,,,,,,NO ERROR,,,,,,,,,,,1,10.23,100,0,100,N/A,"8,370","8,411","8,492","8,483","8,694","8,885","9,210","9,161","9,232",N/A,"8,870","8,921","9,002","8,913","9,134","9,335","9,580","9,531","9,602",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.01631635938138,38.794167492660286,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4182,S2012161072,16.0,Prince George's,0.0,None,Rosaryville Rd,CO,131.0,  ,2.71,1.1,2.73,Rosaryville Rd - Between Us 301 & Md 976a (no Name),Frank Tippett Rd To Us 301,Urban,5.0,Major Collector,16000CO00131  01SS**************,16000CO00131--1-----,1.0,North,2.0,F,0.0,8.01,54.78,54.02,45.98,5.0636,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161072,,,8070.0,8091.0,8072.0,8283.0,8444.0,8655.0,8410.0,8511.0,,,8720.0,8741.0,8642.0,8863.0,9044.0,9265.0,9000.0,9251.0,,,,,,,NO ERROR,,,,,,,,,,,2,8.01,54.78,54.02,45.98,N/A,N/A,"8,070","8,091","8,072","8,283","8,444","8,655","8,410","8,511",N/A,N/A,"8,720","8,741","8,642","8,863","9,044","9,265","9,000","9,251",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.81053893678663,38.75678293722184,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4183,B3206,16.0,Prince George's,0.0,None,Indian Head Hwy,MD,210.0,  ,13.45,13.132,13.97,Md210-.30 Mi N Of Is95,Is 95 To Livingston Rd,Urban,4.0,Minor Arterial,16000MD00210  01NN**************,16000MD00210--1-----,1.0,South,5.0,F,2.0,8.6,68.37,47.2,52.8,7.6562,https://maps.roads.maryland.gov/itms_public/?stationid=B3206,24931.0,25032.0,20890.0,20931.0,20872.0,21423.0,21834.0,22365.0,25030.0,25031.0,26681.0,27042.0,22560.0,22611.0,22332.0,22923.0,23364.0,23935.0,26780.0,26531.0,122.0,21060.0,2559.0,328.0,844.0,118.0,NO ERROR,962.0,,,0.00487396,0.84135672,0.10223323,0.01310375,0.03371819,0.00471415,0.03843234,5,8.6,68.37,47.2,52.8,"24,931","25,032","20,890","20,931","20,872","21,423","21,834","22,365","25,030","25,031","26,681","27,042","22,560","22,611","22,332","22,923","23,364","23,935","26,780","26,531",122,"21,060",328,"2,559",844,118,962,-76.99842597751017,38.80792105532482,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
4187,B2911,15.0,Montgomery,0.0,None,Goldsboro Rd,MD,614.0,  ,0.56,0.46,1.97,Md614-.10 Mi N Of Md396,Md 396 To Md 191,Urban,4.0,Minor Arterial,15000MD00614  01NN**************,15000MD00614--1-----,1.0,South,3.0,F,0.0,8.6,56.97,50.57,49.43,9.1772,https://maps.roads.maryland.gov/itms_public/?stationid=B2911,16971.0,17042.0,16340.0,16371.0,16322.0,16420.0,16731.0,17132.0,16650.0,16651.0,18161.0,18412.0,17650.0,17681.0,17472.0,17570.0,17901.0,18332.0,17820.0,17651.0,23.0,13512.0,2355.0,118.0,577.0,66.0,NO ERROR,643.0,,,0.0013813,0.81148279,0.14143295,0.00708666,0.03465257,0.00396373,0.0386163,3,8.6,56.97,50.57,49.43,"16,971","17,042","16,340","16,371","16,322","16,420","16,731","17,132","16,650","16,651","18,161","18,412","17,650","17,681","17,472","17,570","17,901","18,332","17,820","17,651",23,"13,512",118,"2,355",577,66,643,-77.1297755740256,38.9706917562128,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
