OBJECTID,LOCATION_ID,COUNTY_ID,COUNTY_DESC,MUN_SORT,MUNICIPALITY,ROADNAME,ID_PREFIX,ID_RTE_NO,MP_SUFFIX,ID_MP,BEGIN_SECTION,END_SECTION,STATION_DESC,ROAD_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,ROUTEID,ROUTEID_RH,MAIN_LINE,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,STMP_SEQ,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,AVMT,LINK,AADT_2010,AADT_2011,AADT_2012,AADT_2013,AADT_2014,AADT_2015,AADT_2016,AADT_2017,AADT_2018,AADT,AAWDT_2010,AAWDT_2011,AAWDT_2012,AAWDT_2013,AAWDT_2014,AAWDT_2015,AAWDT_2016,AAWDT_2017,AAWDT_2018,AAWDT,MOTORCYCLE_AADT,CAR_AADT,LIGHT_TRUCK_AADT,BUS_AADT,SINGLE_UNIT_AADT,COMBINATION_UNIT_AADT,LOC_ERROR,Shape_Length0,TRUCK_AADT,SUTRUCK_AADT_PCT_TRUCK,CUTRUCK_AADT_PCT_TRUCK,MCYCLE_AADT_PCT_OVERALL,CAR_AADT_PCT_OVERALL,LIGHT_TRUCK_AADT_PCT_OVERALL,BUS_AADT_PCT_OVERALL,SUTRUCK_AADT_PCT_OVERALL,CUTRUCK_AADT_PCT_OVERALL,TRUCK_AADT_PCT_OVERALL,NUM_LANES_ANNO,K_FACTOR_ANNO,D_FACTOR_ANNO,NORTH_EAST_SPLIT_ANNO,SOUTH_WEST_SPLIT_ANNO,AADT_2010_ANNO,AADT_2011_ANNO,AADT_2012_ANNO,AADT_2013_ANNO,AADT_2014_ANNO,AADT_2015_ANNO,AADT_2016_ANNO,AADT_2017_ANNO,AADT_2018_ANNO,AADT_ANNO,AAWDT_2010_ANNO,AAWDT_2011_ANNO,AAWDT_2012_ANNO,AAWDT_2013_ANNO,AAWDT_2014_ANNO,AAWDT_2015_ANNO,AAWDT_2016_ANNO,AAWDT_2017_ANNO,AAWDT_2018_ANNO,AAWDT_ANNO,MOTORCYCLE_AADT_ANNO,CAR_AADT_ANNO,BUS_AADT_ANNO,LIGHT_TRUCK_AADT_ANNO,SINGLE_UNIT_AADT_ANNO,COMBINATION_UNIT_AADT_ANNO,TRUCK_AADT_ANNO,Shape.STLength(),_source_layer_title,_source_layer_url,COUNTY,DISTRICT,TSD_ID,OBJECTID_1,COUNTY_FIP,COUNTYNUM,Shape.STArea(),CUTRUCK__AADT_PCT_TRUCK,longitude,latitude,Shape__Length,AADT_2019,AAWDT_2019,AADT_2020,AAWDT_2020,AADT_2021,AAWDT_2021,AADT_2022,AAWDT_2022,GlobalID,AADT_2023,AAWDT_2023
119290,S2017150248,15,MONTGOMERY,0,NONE,CRABBS BRANCH WAY,CO,4991,,0.32,0,0.37,CRABBS BRANCH WAY - .05 MILE NORTH OF SHADY GROVE RD,ENT TO PARKING TO SHADY GROVE RD,URBAN,5,Major Collector,15000CO04991  01SS**************,15000CO04991--1-----,1,2,3,F,0,8.72,59.78,45.32,54.68,0.90902,https://maps.roads.maryland.gov/itms_public/?stationid=S2017150248,,,,,,,,8280,8211,6731,,,,,,,,8780,8701,7401,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,794.0174201773485,8212,9032,6863,7413,7854,8254,7905,8385,5907a11a-d9c5-470f-bb20-cd4198cdfa3e,6750,7290
119298,P0060,15,MONTGOMERY,0,NONE,EISENHOWER MEMORIAL HWY,IS,270,,13.47,11.47,13.97,IS 270 - .47 Mile South of Middlebrook Rd (ATR#60),MD 124 TO MIDDLEBROOK RD,URBAN,1,Interstate,15000IS00270  01NN**************,15000IS00270--1-----,1,0,8,F,1,7.48,54.41,50.3,49.7,161.43768,https://maps.roads.maryland.gov/itms_public/?stationid=P0060,,,,,,168562,172653,177821,176764,176918,,,,,,175364,179475,183355,181944,175149,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,5161.496067965341,175352,179995,144437,149785,166786,170593,172134,176705,cad2e6ba-3fe5-478e-a82d-1f9b89d79784,177273,181431
119301,S2017150269,15,MONTGOMERY,0,NONE,AVENEL FARM DR,CO,6187,,0.1,0,1.08,AVENEL FARM DR - .10 MILE NORTH OF OAKLYN DR,OAKLYN DR TO OAKLYN DR,URBAN,6,Minor Collector,15000CO06187  01NN**************,15000CO06187--1-----,1,2,2,C,0,8.14,58.49,51.11,48.89,0.20893,https://maps.roads.maryland.gov/itms_public/?stationid=S2017150269,,,,,,,,580,581,530,,,,,,,,620,621,580,2,464,51,0,13,0,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,2227.5049172981735,582,642,493,533,600,630,601,641,83cc74c3-91b2-430e-b797-a30cdf690b10,612,662
119302,S2017150267,15,MONTGOMERY,0,NONE,MENDEN FARM DR,CO,5702,,0.02,0,0.24,MENDEN FARM DR - .02 MILE NORTH OF OLD BALTIMORE RD,OLD BALTIMORE RD TO PRINCE PHILIP DR,URBAN,6,Minor Collector,15000CO05702  01NN**************,15000CO05702--1-----,1,2,2,F,0,9.65,72.28,49.12,50.88,0.15864,https://maps.roads.maryland.gov/itms_public/?stationid=S2017150267,,,,,,,,1960,1941,1811,,,,,,,,2080,2061,1991,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,532.296263277375,1942,2142,1623,1753,1864,1964,1885,2005,7b5f0ce5-1aec-4be2-81d2-eea329240700,1810,1960
119303,S2012150744,15,MONTGOMERY,0,NONE,MONTGOMERY LA,CO,367,,0.11,0,0.13,MONTGOMERY LA - BETWEEN MD 355 & EAST LA,WOODMONT AVE TO WISCONSIN AVE,URBAN,5,Major Collector,15000CO00367  01EE**************,15000CO00367--1-----,1,1,2,C,0,8.97,100,100,0,0.34781,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150744,,,,,,10733,10944,11215,11115,7330,,,,,,11483,11714,11895,11785,8060,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,252.68306565230773,11125,12245,9295,10045,10635,11175,10705,11355,1ff525fc-6f86-4d92-82a8-88835eed3194,10875,11755
119305,S2012150814,15,MONTGOMERY,0,NONE,HOMECREST RD,CO,3105,,-1,0.97,1.06,HOMECREST RD - .10 MI NORTH OF BEL PRE RD,HOMECREST RD TO LONGMEAD CROSSING DR,URBAN,6,Minor Collector,15000CO03105  01NN**************,15000CO03105--1-----,1,0,2,C,0,8.06,62.57,50.11,49.89,0.17838,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150814,,,,,,5553,5664,5805,6060,5430,,,,,,5943,6064,6155,6420,5970,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,199.9336262574894,6061,6671,5062,5472,5793,6083,5834,6184,0d0a2331-a616-478e-9520-d47550c347da,5925,6405
119311,B150064,15,MONTGOMERY,0,NONE,SHADY GROVE RD,CO,212,,5.72,4.97,5.92,SHADY GROVE RD-.20 MI S OF MIDCOUNTY HWY,MD 200-A TO MIDCOUNTY HWY,URBAN,3,Principal Arterial Other,15000CO00212  01NN**************,15000CO00212--1-----,1,0,6,C,0,8.39,67.4,50.79,49.21,14.5531,https://maps.roads.maryland.gov/itms_public/?stationid=B150064,,,,,,48850,49781,50982,49700,41970,,,,,,52270,53271,54552,53180,45330,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,1967.8234116158699,49701,52681,41502,44822,36980,39570,37201,40181,ab59fb98-c0ed-4162-88dd-b8b8ce8016a1,37762,40032
119313,B2965,15,MONTGOMERY,0,NONE,EISENHOWER MEMORIAL HWY,IS,270,,8.69,8.39,9.32,IS270-.30 MI N OF SHADY GROVE RD,SHADY GROVE RD TO IS 370,URBAN,1,Interstate,15000IS00270  01NN**************,15000IS00270--1-----,1,0,12,C,1,6.91,60.61,47.52,52.48,76.33891,https://maps.roads.maryland.gov/itms_public/?stationid=B2965,,,,,,214030,218531,223782,233320,224890,,,,,,224730,229461,232732,242650,231640,248,197538,19259,146,4017,3682,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,1956.7367515090089,234951,244351,189142,198602,216730,223230,218681,225241,c83ecb08-f239-430d-8793-cabafa62f879,224592,231332
119316,S2012150677,15,MONTGOMERY,0,NONE,NEEDWOOD RD,CO,138,,0.96,0,3.05,NEEDWOOD RD - .10 MILE EAST OF REDLAND RD,REDLAND RD TO MUNCASTER MILL RD,URBAN,5,Major Collector,15000CO00138  01EE**************,15000CO00138--1-----,1,1,2,C,0,9.36,61.08,50.56,49.44,6.46798,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150677,,,,,,6513,6644,6805,6600,5810,,,,,,6973,7114,7215,7000,6390,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,6253.983321796398,6601,7261,5512,5952,6313,6633,6354,6744,933a0e00-dc31-46d3-aaa6-c4454fe596e9,6455,6975
119319,S2006130041,13,HOWARD,0,NONE,RAMP 6 FR MD 732R EB TO MD 32 SB,RP,32,,0.02,0,0.04,EXIT 11 RAMP 6 FR MD 732R EB TO MD 32 SB,Exit 11 Ramp 06 DORSEY RUN RD TO RAMP 7 FR MD732R WB TO RAMP 6 (TO MD 32),URBAN,2,Principal Arterial Other Freeways and Expressways,13000RP00032  02WWMD11        06,13000RP00032--101106,2,3,1,C,0,11.6,100,0,100,0.0365,https://maps.roads.maryland.gov/itms_public/?stationid=S2006130041,,,,,,2300,2351,2402,2393,2500,,,,,,2440,2521,2522,2513,2550,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,79.75653743446193,2424,2524,2015,2105,2395,2475,2345,2425,3b32cc9b-1775-4352-a895-91e6b3055dc8,2435,2485
119320,S2012150733,15,MONTGOMERY,0,NONE,PLYERS MILL RD,CO,293,,0.4,0,1.5,PLYERS MILL RD - BETWEEN MD 97 & DOUGLAS AVE,GLENHAVEN DR TO PLYERS MILL RD (AHEAD),URBAN,4,Minor Arterial,15000CO00293  01WW**************,15000CO00293--1-----,1,1,2,C,0,9,50.6,46.07,53.93,2.74845,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150733,,,,,,5933,6054,6205,5330,5020,,,,,,6353,6484,6645,5700,5420,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,3071.0198352600487,5331,5651,4452,4812,5093,5453,5124,5534,55d48b9d-7bc6-4ac8-842f-a8c2320faf80,5205,5525
119333,B2711,15,MONTGOMERY,0,NONE,DARNESTOWN RD,MD,28,,15.8,15.7,19.51,MD28-.10 MI E OF QUINCE ORCHARD RD,MD 124 TO SHADY GROVE RD,URBAN,3,Principal Arterial Other,15000MD00028  01EE**************,15000MD00028--1-----,1,3,5,C,2,8.86,61.93,49.62,50.38,33.20872,https://maps.roads.maryland.gov/itms_public/?stationid=B2711,,,,,,26121,26622,24640,24421,23880,,,,,,27951,28492,26370,26131,25790,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,7910.712770891293,24422,25892,20393,22023,23334,24974,23475,25355,6b7b6512-f6c5-46c9-8e79-2528a3558c68,23835,25275
119334,B2967,15,MONTGOMERY,0,NONE,EISENHOWER MEMORIAL HWY,IS,270,,11.07,10.85,11.47,IS270-.30 MI S OF MD124,MD 117 TO MD 124,URBAN,1,Interstate,15000IS00270  01NN**************,15000IS00270--1-----,1,0,10,C,1,6.62,56.48,46.41,53.59,40.14336,https://maps.roads.maryland.gov/itms_public/?stationid=B2967,,,,,,174910,178581,182872,186180,177390,,,,,,183660,187511,190192,193630,182710,149,152103,16607,282,4518,3731,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,1290.8228698882824,187481,194981,150922,158472,195750,201620,197511,203441,e4feaa6e-b82b-40ca-9ba5-50858effb383,202842,208932
119335,S2005130037,13,HOWARD,0,NONE,WHISKEY BOTTOM RD,CO,112,,1.48,0,1.909,WHISKEY BOTTOM RD -.10 MILE EAST OF US 1,NO NAME (BACK) TO ANNE ARUNDEL CO/L,URBAN,5,Major Collector,13000CO00112  01EE**************,13000CO00112--1-----,1,3,2,F,0,10.31,55.43,48.22,51.78,10.77578,https://maps.roads.maryland.gov/itms_public/?stationid=S2005130037,,,,,,14203,14474,14825,15890,15465,,,,,,15203,15494,15725,16840,17015,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,3932.9598130241575,15891,17481,13272,14332,15183,15943,15274,16194,1335e2a9-f187-4a73-8344-8f96ad8b9fd6,15505,16755
119343,B2767,15,MONTGOMERY,0,NONE,GERMANTOWN RD,MD,118,,2.45,0,4,MD118-.10 MI N OF BLACK ROCK RD,MD 28 to MD 117,URBAN,4,Minor Arterial,15000MD00118  01NN**************,15000MD00118--1-----,1,0,4,F,0,10.07,64.42,51.54,48.46,9.4535,https://maps.roads.maryland.gov/itms_public/?stationid=B2767,,,,,,6674,6805,6690,6631,6475,,,,,,7144,7295,7160,7101,6995,15,5583,710,1,114,52,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,8249.250469340583,6632,7032,5543,5993,6344,6794,6385,6905,9941fea4-f8cd-4f72-9373-e56769bb4a42,6485,6875
119348,S2012150735,15,MONTGOMERY,0,NONE,SUMMIT AVE,CO,307,,0.2,0,0.52,SUMMIT AVE - BETWEEN MD 547 & WARNER ST,CEDAR LA TO PLYERS MILL RD,URBAN,4,Minor Arterial,15000CO00307  01EE**************,15000CO00307--1-----,1,2,2,C,0,7.91,71.05,48.46,51.54,1.94735,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150735,,,,,,15073,15364,15735,14990,10260,,,,,,16133,16444,16845,16040,11080,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,1065.0243663461229,14991,15891,12522,13522,14333,15343,14424,15584,2bd366f8-8bd1-4ac6-b043-75be2023776f,14645,15525
119350,S2012150778,15,MONTGOMERY,0,NONE,GLENALLAN AVE,CO,1114,,0.12,0,0.27,GLENALLAN AVE - .10 MILE EAST OF MD 97,MD 97 TO MD 182,URBAN,6,Minor Collector,15000CO01114  01EE**************,15000CO01114--1-----,1,3,4,C,0,10.61,59.69,51.52,48.48,0.98057,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150778,,,,,,10543,10744,11005,10930,9950,,,,,,11283,11504,11675,11590,10950,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,577.4850018070514,11061,12021,9241,9981,10572,11102,10643,11283,4dae5029-f5f4-49a1-b472-8562159cd001,10804,11674
119352,B150070,15,MONTGOMERY,0,NONE,EXECUTIVE BLVD,CO,4132,,-1,0,0.27,EXECUTIVE BLVD-.20 MI N OF MD187,EXECUTIVE BLVD (BACK) TO MONTROSE RD,URBAN,5,Major Collector,15000CO04132  01NN**************,15000CO04132--1-----,1,0,4,C,0,9.34,52.81,49.87,50.13,1.67239,https://maps.roads.maryland.gov/itms_public/?stationid=B150070,,,,,,22100,22521,23062,19330,16970,,,,,,23650,24101,24452,20490,18670,4,15495,825,0,644,2,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,553.7591146450131,19331,21261,16142,17432,18473,19403,18584,19704,22e276a9-49e4-409b-8970-7f067e23c13c,18865,20375
119353,S2006130013,13,HOWARD,0,NONE,RAMP 5 FR IS 95 SB TO MD 216 EB,RP,95,,0.1,0,0.38,EXIT 35 RAMP 5 FR IS 95 SB TO MD 216 EB,Exit 35 Ramp 05 NO NAME TO SCAGGSVILLE RD,URBAN,1,Interstate,13000RP00095  02WWIS35        05,13000RP00095--103505,2,1,1,F,0,8.57,100,100,0,0.86701,https://maps.roads.maryland.gov/itms_public/?stationid=S2006130013,,,,,,5333,6300,6451,6412,6251,,,,,,5603,6620,6711,6672,6441,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,771.4462766247751,6463,6723,5204,5464,5895,6075,5955,6135,9af564aa-dadb-4d41-ac3c-8f4d4240068d,6260,6450
119359,S2008150025,15,MONTGOMERY,0,NONE,JONES BRIDGE RD,CO,537,,0.3,0,1.13,JONES BRIDGE RD- BETWEEN GLADWYNE DR & LYNBROOK DR,MD 355 TO MD 185,URBAN,4,Minor Arterial,15000CO00537  01EE**************,15000CO00537--1-----,1,1,4,F,0,8.11,72.43,49.39,50.61,7.47483,https://maps.roads.maryland.gov/itms_public/?stationid=S2008150025,,,,,,21221,21622,22143,21944,18123,,,,,,22711,23142,23693,23484,19573,29,16754,1111,19,163,47,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,2340.591311151377,21945,23265,18325,19795,17790,19040,17901,19331,e4fac726-3023-452d-8dfe-43480348949e,18172,19262
119360,S2012161007,15,MONTGOMERY,0,NONE,BROOKLYN BRIDGE RD,CO,90,,-1,0.67,0.85,BROOKLYN BRIDGE RD - .10 MI WEST OF BOND MILL RD,JERALD RD TO PRINCE GEORGE'S CO/L,URBAN,5,Major Collector,15000CO00090  01NN**************,15000CO00090--1-----,1,3,2,F,0,11.49,53.88,50.35,49.65,0.12516,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161007,,,,,,2023,2064,2115,1940,1905,,,,,,2173,2214,2245,2060,2105,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,354.984292064554,1941,2141,1622,1752,1863,1963,1874,1994,66657898-6b4e-489c-9532-1130bc29d00b,1905,2065
119365,B0807,13,HOWARD,0,NONE,SAVAGE RD,MD,32,,-1,0,1.5,MD32-.40 MI N OF MD295,Anne Arundel CO/L to US 1,URBAN,2,Principal Arterial Other Freeways and Expressways,13000MD00032  01NN**************,13000MD00032--1-----,1,0,4,F,4,8.69,51.83,50.52,49.48,43.98122,https://maps.roads.maryland.gov/itms_public/?stationid=B0807,,,,,,71712,77460,79321,78612,80331,,,,,,76732,82880,84871,84122,86761,70,66596,10498,68,2377,722,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,3098.7552377527745,80250,85070,67011,72371,76662,82032,77123,83293,d9f73eb5-e578-4e7f-b4c0-4582511609a5,80570,85400
119378,S2012161091,16,PRINCE GEORGE'S,0,NONE,ADELPHI RD,CO,232,,0.06,0,0.26,ADELPHI RD - BETWEEN MD 212 & CHEROKEE ST,MD 212 TO METZEROTT RD,URBAN,4,Minor Arterial,16000CO00232  01SS**************,16000CO00232--1-----,1,0,4,C,0,8.3,59.5,52.22,47.78,2.58413,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161091,,,,,,26023,26524,27165,28470,27230,,,,,,27853,28384,29075,30460,29410,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,513.6999462924931,28471,30181,23772,25672,27203,29113,27374,29564,c38c0ed5-9f5e-4888-bb8c-1cad340d48f7,27795,29465
119379,B150027,15,MONTGOMERY,0,NONE,LILLY STONE DR,CO,3428,,0.1,0,0.8,LILLY STONE DR-.10 MI N OF PERSIMMON TREE LA,PERSIMMON TREE LA TO SEVEN LOCKS RD,URBAN,6,Minor Collector,15000CO03428  01NN**************,15000CO03428--1-----,1,0,2,C,0,10.17,63.87,50.66,49.34,0.2774,https://maps.roads.maryland.gov/itms_public/?stationid=B150027,,,,,,1101,1122,1010,1001,950,,,,,,1181,1202,1070,1061,1050,6,848,66,0,30,0,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,1666.3306692558276,1002,1102,843,913,920,970,931,991,f7790050-b9b0-4ddc-9052-fa3c418c8930,952,1032
119381,B2962,15,MONTGOMERY,0,NONE,BLAIR RD,CO,7067,,0.26,0,0.36,BLAIR RD-.10 MI W OF WASH DC LINE,GEORGIA AVE TO WASHINGTON DC/L,URBAN,4,Minor Arterial,15000CO07067  01EE**************,15000CO07067--1-----,1,3,2,C,0,7.06,54.79,50.19,49.81,1.03806,https://maps.roads.maryland.gov/itms_public/?stationid=B2962,,,,,,10211,10412,10360,10271,7900,,,,,,10931,11142,11090,10991,8530,44,7182,560,8,104,2,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,770.3613199044294,10272,10892,8583,9273,8590,9190,8641,9331,0e377519-a3e7-4a07-8d6b-d2fc9cd6f2a2,8772,9302
119386,S2012150651,15,MONTGOMERY,0,NONE,RIDING STABLE RD,CO,90,,0.06,0,0.67,RIDING STABLE RD - BETWEEN MD 198 & HUCKBURN CT,SANDY SPRING RD TO JERALD RD,URBAN,5,Major Collector,15000CO00090  01NN**************,15000CO00090--1-----,1,0,2,F,0,10.25,65.03,49.85,50.15,0.81802,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150651,,,,,,3493,3564,3655,3420,3345,,,,,,3743,3814,3875,3630,3685,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,1377.2719632548055,3421,3761,2862,3092,3273,3443,3294,3494,5d171a85-5eed-4f16-b451-2ca6b54d2d5b,3345,3615
119389,S2006130011,13,HOWARD,0,NONE,RAMP 3 FR MD 216 EB TO IS 95 NB,RP,95,,0.1,0,0.31,EXIT 35 RAMP 3 FR MD 216 EB TO IS 95 NB,Exit 35 Ramp 03 SCAGGSVILLE RD TO NO NAME,URBAN,1,Interstate,13000RP00095  02SSIS35        03,13000RP00095--103503,2,0,1,F,0,10.82,100,100,0,0.26828,https://maps.roads.maryland.gov/itms_public/?stationid=S2006130011,,,,,,2513,2750,2821,2802,2371,,,,,,2643,2890,2931,2912,2441,,,,,,,NO ERROR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MDOT AADT,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Annual_Average_Daily_Traffic/FeatureServer/1,,,,,,,,,,,639.3211482813659,2823,2943,2274,2394,2575,2655,2605,2685,ff51084b-bc6e-4a1d-8be3-5525ac1327dd,2370,2440
